"Date","Time","Latitude","Longitude","Altitude","Satellites","HDOP","PDOP","Temperature..C.","Speed..km.h.","TTFF","SNR.AVG","SNR.MAX"
"11/29/2024"," 11:54:30",-7.050575,39.9434317,-16,7,1,1.3,30,3.704,4,0,0
"11/29/2024"," 11:59:36",-7.0531683,39.9464133,-48,6,1.2,1.5,29,46.3,5,0,0
"11/29/2024"," 12:04:46",-7.0560383,39.9427683,-10,7,1,1.4,30,20.372,9,0,0
"11/29/2024"," 12:09:55",-7.0515617,39.94614,-6,6,1.4,1.7,30,33.336,7,0,0
"11/29/2024"," 12:15:01",-7.06123,39.9687417,-4,7,1,1.4,30,62.968,5,0,0
"11/29/2024"," 12:20:05",-7.0798033,39.9829467,-120,5,1.6,1.8,30,33.336,3,0,0
"11/29/2024"," 12:25:08",-7.0874833,40.0000733,12,4,1.8,2.1,30,27.78,2,0,0
"11/29/2024"," 12:30:31",-7.0908383,40.00033,-50,5,1.2,1.5,30,38.892,22,0,0
"11/29/2024"," 12:35:36",-7.0963417,39.99779,4,5,1.7,1.9,30,24.076,4,0,0
"11/29/2024"," 12:40:45",-7.1147233,39.9999183,0,6,1.2,1.5,30,51.856,8,0,0
"11/29/2024"," 12:45:49",-7.120115,39.9967083,16,5,3.5,3.6,30,9.26,2,0,0
"11/29/2024"," 12:50:52",-7.121915,40.0012,20,5,1.9,2.1,31,0,2,0,0
"11/29/2024"," 12:55:55",-7.12499,40.0111183,116,5,2.4,2.6,30,14.816,2,0,0
"11/29/2024"," 13:00:59",-7.129335,40.0181483,110,5,2,2.3,30,57.412,3,0,0
"11/29/2024"," 13:06:14",-7.12696,40.02031,8,6,1.4,1.7,30,3.704,14,0,0
"11/29/2024"," 13:11:19",-7.1257967,40.0186383,-6,6,1.5,1.7,30,7.408,4,0,0
"11/29/2024"," 13:16:37",-7.1380217,40.0156633,-18,6,1.6,1.8,30,22.224,17,0,0
"11/29/2024"," 13:21:43",-7.1299683,40.0190017,24,5,2.5,2.7,30,1.852,5,0,0
"11/29/2024"," 13:26:50",-7.1290683,40.0125283,-2,6,1.7,1.9,30,3.704,6,0,0
"11/29/2024"," 13:32:01",-7.113255,40.00768,16,6,1.8,2,30,37.04,9,0,0
"11/29/2024"," 13:37:13",-7.0924067,40.0010467,-20,6,2,2.1,30,24.076,11,0,0
"11/29/2024"," 13:42:26",-7.065095,39.99047,-8,6,2.1,2.3,30,37.04,12,0,0
"11/29/2024"," 13:47:42",-7.0525233,39.993585,0,5,3.5,3.6,29,14.816,14,0,0
"11/29/2024"," 13:53:02",-7.0305167,39.9811167,-4,4,5.3,5.3,30,42.596,19,0,0
"11/29/2024"," 13:58:31",-7.0130117,39.97207,-4,4,3.3,5,30,5.556,28,0,0
"11/29/2024"," 14:03:36",-6.9880167,39.9658167,0,5,2.6,2.8,31,22.224,4,0,0
"11/29/2024"," 14:08:43",-6.9801167,39.9660033,-6,5,2.8,2.9,29,33.336,6,0,0
"11/29/2024"," 14:13:47",-6.9477,39.9526533,-10,5,2.9,3.1,30,48.152,3,0,0
"11/29/2024"," 14:18:52",-6.9162733,39.9349417,-4,5,3,3.2,31,53.708,4,0,0
"11/29/2024"," 14:24:07",-6.902955,39.926845,4,4,3.2,3.3,30,0,14,0,0
"11/29/2024"," 14:29:17",-6.903015,39.92683,6,4,3.2,3.4,30,0,9,0,0
"11/29/2024"," 14:34:27",-6.9029833,39.9268633,0,4,1.7,2,30,0,9,0,0
"11/29/2024"," 14:39:33",-6.902895,39.92681,2,4,1.5,1.8,30,0,4,0,0
"11/29/2024"," 14:44:37",-6.9012183,39.9263567,-182,5,1.4,1.7,30,12.964,3,0,0
"11/29/2024"," 14:49:42",-6.9032183,39.9269183,66,4,1.7,1.9,29,5.556,4,0,0
"11/29/2024"," 14:54:47",-6.9031033,39.9268467,14,5,1.4,1.7,29,1.852,4,0,0
"11/29/2024"," 14:59:53",-6.9030483,39.9268633,2,5,1.4,1.7,30,1.852,5,0,0
"11/29/2024"," 15:05:07",-6.9029983,39.92686,0,4,1.7,2,30,0,13,0,0
"11/29/2024"," 15:10:20",-6.90304,39.9268817,0,5,1.4,1.7,30,0,11,0,0
"11/29/2024"," 15:15:24",-6.903065,39.926915,-2,4,1.7,2,29,1.852,3,0,0
"11/29/2024"," 15:20:30",-6.9028983,39.926755,0,5,1.4,1.7,29,0,5,0,0
"11/29/2024"," 15:25:44",-6.9029317,39.9267683,-10,6,1.4,1.6,29,0,13,0,0
"11/29/2024"," 15:30:55",-6.902815,39.9267883,-10,5,1.4,1.7,29,0,10,0,0
"11/29/2024"," 15:36:07",-6.9029167,39.9267733,-14,5,1.5,1.7,29,0,11,0,0
"11/29/2024"," 15:41:17",-6.9029,39.926755,-18,6,1.3,1.6,29,0,8,0,0
"11/29/2024"," 15:46:26",-6.9030033,39.9268683,-10,4,1.7,2,29,0,8,0,0
"11/29/2024"," 15:51:37",-6.9026133,39.9265083,-2,5,1.5,1.7,29,0,10,0,0
"11/29/2024"," 15:56:52",-6.9030717,39.92686,-8,3,4.7,4.8,29,1.852,13,0,0
"11/29/2024"," 16:02:07",-6.9028533,39.926795,-10,5,1.6,1.8,29,0,14,0,0
"11/29/2024"," 16:07:19",-6.9029667,39.9268717,16,5,1.6,1.8,29,0,11,0,0
"11/29/2024"," 16:12:28",-6.90301,39.92689,0,6,1.6,1.8,29,0,8,0,0
"11/29/2024"," 16:17:36",-6.902935,39.9268733,-8,4,1.8,2,29,0,6,0,0
"11/29/2024"," 16:22:42",-6.9030217,39.926875,-10,5,1.7,2,29,0,5,0,0
"11/29/2024"," 16:27:45",-6.9029733,39.9268817,-10,6,1.3,1.6,29,9.26,2,0,0
"11/29/2024"," 16:32:49",-6.9029617,39.9268233,-14,5,1.8,2,29,5.556,3,0,0
"11/29/2024"," 16:37:53",-6.902995,39.926835,-20,6,1.7,1.9,30,12.964,3,0,0
"11/29/2024"," 16:42:59",-6.903,39.92692,0,5,1.8,2.1,29,0,4,0,0
"11/29/2024"," 16:48:03",-6.9029117,39.9267517,-14,5,1.8,2.1,29,9.26,3,0,0
"11/29/2024"," 16:53:07",-6.9029833,39.926845,-16,6,1.3,1.6,29,5.556,3,0,0
"11/29/2024"," 16:58:10",-6.9030367,39.9268433,-18,6,1.3,1.6,29,3.704,2,0,0
"11/29/2024"," 17:03:14",-6.9028633,39.92686,-14,5,1.7,2,29,18.52,3,0,0
"11/29/2024"," 17:08:19",-6.90289,39.9268233,-8,5,1.7,1.9,29,1.852,4,0,0
"11/29/2024"," 17:13:29",-6.9029483,39.9267867,-18,5,1.5,1.7,29,0,9,0,0
"11/29/2024"," 17:18:36",-6.902855,39.9267383,-20,5,1.6,1.8,29,1.852,5,0,0
"11/29/2024"," 17:23:39",-6.9027067,39.926755,-18,5,1.5,1.8,29,27.78,2,0,0
"11/29/2024"," 17:28:42",-6.902955,39.92685,-8,5,1.5,1.7,29,5.556,2,0,0
"11/29/2024"," 17:33:46",-6.9028233,39.9269083,-8,5,1.4,1.7,29,14.816,3,0,0
"11/29/2024"," 17:38:49",-6.9028133,39.9268733,-14,5,1.4,1.7,29,9.26,2,0,0
"11/29/2024"," 17:43:52",-6.9028483,39.9269367,-14,4,1.6,1.9,29,3.704,2,0,0
"11/29/2024"," 17:48:56",-6.9029183,39.92686,-16,4,1.5,1.8,30,3.704,3,0,0
"11/29/2024"," 17:53:59",-6.90283,39.9268767,-18,4,1.5,1.8,29,1.852,2,0,0
"11/29/2024"," 17:59:10",-6.9028983,39.92686,-10,5,1.3,1.6,29,0,10,0,0
"11/29/2024"," 18:04:17",-6.902845,39.9268583,2,4,1.4,1.7,29,0,6,0,0
"11/29/2024"," 18:09:23",-6.9029483,39.9268567,0,4,1.4,1.7,29,1.852,5,0,0
"11/29/2024"," 18:14:27",-6.9029117,39.926805,2,4,1.4,1.7,29,0,3,0,0
"11/29/2024"," 18:19:30",-6.9029667,39.9268667,2,4,1.3,1.7,29,1.852,2,0,0
"11/29/2024"," 18:24:34",-6.9029267,39.9268917,2,4,1.3,1.7,29,1.852,3,0,0
"11/29/2024"," 18:29:49",-6.90288,39.9269483,30,4,1.3,1.6,29,0,14,0,0
"11/29/2024"," 18:35:00",-6.90292,39.926815,-10,8,0.9,1.2,29,0,9,0,0
"11/29/2024"," 18:40:07",-6.9029167,39.9268167,-10,7,0.9,1.3,29,0,6,0,0
"11/29/2024"," 18:45:10",-6.9028967,39.9268517,-12,8,0.9,1.2,29,1.852,2,0,0
"11/29/2024"," 18:50:14",-6.9029467,39.9267583,-34,6,1.2,1.5,30,0,3,0,0
"11/29/2024"," 18:55:24",-6.9029717,39.926705,-18,4,1.8,2,30,0,8,0,0
"11/29/2024"," 19:00:28",-6.9029517,39.9269183,-14,7,1,1.3,30,3.704,3,0,0
"11/29/2024"," 19:05:31",-6.9029567,39.9268367,-14,8,0.9,1.2,30,1.852,2,0,0
"11/29/2024"," 19:10:34",-6.9030833,39.9268567,-6,6,1.2,1.5,30,16.668,2,0,0
"11/29/2024"," 19:15:37",-6.9030167,39.92683,-4,6,1.2,1.5,30,9.26,2,0,0
"11/29/2024"," 19:20:41",-6.9030017,39.92696,-4,7,1.1,1.4,30,9.26,2,0,0
"11/29/2024"," 19:25:45",-6.9028317,39.9269133,-2,7,1.1,1.4,30,0,3,0,0
"11/29/2024"," 19:30:48",-6.90281,39.9268733,2,6,1.2,1.5,30,3.704,2,0,0
"11/29/2024"," 19:35:59",-6.902805,39.9268467,2,6,1.5,1.7,30,0,9,0,0
"11/29/2024"," 19:41:05",-6.90282,39.9268183,4,5,1.6,1.9,30,0,5,0,0
"11/29/2024"," 19:46:09",-6.9027733,39.9267983,2,6,1.2,1.5,30,1.852,3,0,0
"11/29/2024"," 19:51:12",-6.9027883,39.9267467,6,6,1.1,1.3,30,3.704,2,0,0
"11/29/2024"," 19:56:15",-6.9028633,39.9269083,0,5,1.6,1.8,30,35.188,2,0,0
"11/29/2024"," 20:01:20",-6.9028367,39.92683,6,5,1.6,1.8,30,1.852,4,0,0
"11/29/2024"," 20:06:25",-6.9028217,39.926805,12,6,1.2,1.5,30,22.224,3,0,0
"11/29/2024"," 20:11:31",-6.9027017,39.9267517,12,4,1.8,2,30,0,5,0,0
"11/29/2024"," 20:16:36",-6.9028417,39.926825,10,4,2.1,2.3,29,0,4,0,0
"11/29/2024"," 20:21:39",-6.9028317,39.9267933,8,6,1.2,1.5,29,9.26,2,0,0
"11/29/2024"," 20:26:44",-6.9028117,39.9267733,6,6,1.2,1.5,29,7.408,3,0,0
"11/29/2024"," 20:31:47",-6.9029283,39.9268467,4,5,1.7,1.9,30,12.964,2,0,0
"11/29/2024"," 20:36:50",-6.9030267,39.9268517,4,5,1.7,1.9,30,20.372,2,0,0
"11/29/2024"," 20:41:53",-6.9028583,39.9268583,2,6,1.2,1.5,30,3.704,2,0,0
"11/29/2024"," 20:47:02",-6.902855,39.9267733,2,4,1.7,1.9,30,0,8,0,0
"11/29/2024"," 20:52:07",-6.9028983,39.9267683,0,4,1.4,1.7,30,0,4,0,0
"11/29/2024"," 20:57:14",-6.9029333,39.9267367,4,5,1.2,1.5,30,0,5,0,0
"11/29/2024"," 21:02:20",-6.9029033,39.9267983,8,4,1.5,1.8,30,0,5,0,0
"11/29/2024"," 21:07:24",-6.90295,39.9268117,8,5,1.4,1.7,30,1.852,3,0,0
"11/29/2024"," 21:12:27",-6.9029767,39.9267833,8,5,1.4,1.6,30,5.556,2,0,0
"11/29/2024"," 21:17:31",-6.9030683,39.9268867,4,5,1.3,1.6,30,1.852,3,0,0
"11/29/2024"," 21:22:34",-6.9030617,39.92683,2,5,1.5,1.7,30,9.26,2,0,0
"11/29/2024"," 21:27:39",-6.90295,39.92678,0,5,1.3,1.6,30,3.704,4,0,0
"11/29/2024"," 21:32:42",-6.9029383,39.9268067,-10,5,1.3,1.6,30,5.556,2,0,0
"11/29/2024"," 21:37:46",-6.9029517,39.9267833,-20,4,1.4,1.7,30,5.556,3,0,0
"11/29/2024"," 21:42:51",-6.9029883,39.9268317,-6,5,1.3,1.6,30,16.668,4,0,0
"11/29/2024"," 21:47:56",-6.9029,39.9267483,-4,5,1.3,1.6,30,1.852,4,0,0
"11/29/2024"," 21:52:59",-6.9028667,39.9267583,-8,4,1.4,1.7,29,0,2,0,0
"11/29/2024"," 21:58:03",-6.9028333,39.9267383,-4,4,1.5,1.8,30,3.704,3,0,0
"11/29/2024"," 22:03:08",-6.9029083,39.92672,-8,5,1.4,1.7,29,5.556,4,0,0
"11/29/2024"," 22:08:11",-6.9029233,39.9267233,-2,5,1.4,1.7,30,14.816,2,0,0
"11/29/2024"," 22:13:14",-6.90278,39.9268383,2,5,1.4,1.7,30,11.112,2,0,0
"11/29/2024"," 22:18:17",-6.9029433,39.9268383,0,4,1.6,1.9,29,1.852,2,0,0
"11/29/2024"," 22:23:25",-6.902885,39.9268,4,4,1.6,1.9,29,0,7,0,0
"11/29/2024"," 22:28:36",-6.9028817,39.92678,12,5,1.5,1.8,30,0,10,0,0
"11/29/2024"," 22:33:48",-6.9029333,39.926785,8,5,1.6,1.9,30,0,10,0,0
"11/29/2024"," 22:38:57",-6.9028817,39.9267817,10,5,1.6,1.9,30,0,8,0,0
"11/29/2024"," 22:44:10",-6.9029,39.9269217,16,5,1.7,1.9,30,1.852,12,0,0
"11/29/2024"," 22:49:33",-6.9028967,39.926835,12,5,1.8,2,30,0,21,0,0
"11/29/2024"," 22:54:50",-6.9029033,39.9269167,24,5,1.8,2.1,30,1.852,16,0,0
"11/29/2024"," 23:00:13",-6.9028533,39.9267383,16,5,1.9,2.1,30,1.852,22,0,0
"11/29/2024"," 23:05:23",-6.9029183,39.9268633,0,5,1.2,1.6,30,0,9,0,0
"11/29/2024"," 23:10:55",-6.9030767,39.9267283,-60,4,1.6,1.9,30,0,30,0,0
"11/29/2024"," 23:16:00",-6.902885,39.9267967,0,5,1.6,1.9,30,1.852,4,0,0
"11/29/2024"," 23:21:06",-6.9029783,39.9267983,-2,7,1.2,1.5,30,0,5,0,0
"11/29/2024"," 23:26:09",-6.9029667,39.9265617,0,5,2.2,2.4,30,11.112,2,0,0
"11/29/2024"," 23:31:12",-6.902945,39.9268233,-14,8,1,1.3,30,7.408,2,0,0
"11/29/2024"," 23:36:17",-6.9029383,39.926845,0,5,1.4,1.6,30,0,4,0,0
"11/29/2024"," 23:41:21",-6.9029883,39.9268267,0,7,1.2,1.5,30,5.556,2,0,0
"11/29/2024"," 23:46:24",-6.903045,39.9268817,16,7,1.2,1.5,30,3.704,2,0,0
"11/29/2024"," 23:51:27",-6.9030083,39.92682,28,7,1.2,1.5,30,7.408,2,0,0
"11/29/2024"," 23:56:31",-6.9030317,39.9269,38,8,1.1,1.4,30,3.704,3,0,0
"11/30/2024"," 00:01:35",-6.9030083,39.9268033,58,6,1.3,1.6,30,16.668,2,0,0
"11/30/2024"," 00:06:42",-6.90307,39.9269217,34,8,0.9,1.2,30,0,7,0,0
"11/30/2024"," 00:11:46",-6.9030667,39.9268267,70,6,1.3,1.6,30,20.372,2,0,0
"11/30/2024"," 00:16:49",-6.9031117,39.9269733,68,6,1.3,1.6,30,3.704,2,0,0
"11/30/2024"," 00:21:52",-6.90288,39.92717,50,6,1.5,1.8,30,27.78,2,0,0
"11/30/2024"," 00:26:56",-6.9031983,39.9270367,50,8,0.9,1.3,30,3.704,3,0,0
"11/30/2024"," 00:32:01",-6.9030383,39.926895,50,8,0.9,1.3,30,5.556,3,0,0
"11/30/2024"," 00:37:13",-6.9031733,39.9269083,86,9,0.8,1.2,30,0,11,0,0
"11/30/2024"," 00:42:20",-6.9030433,39.9268517,48,6,1.2,1.5,30,1.852,6,0,0
"11/30/2024"," 00:47:26",-6.9030533,39.9269917,56,9,0.8,1.2,29,0,5,0,0
"11/30/2024"," 00:52:39",-6.9030817,39.926935,40,10,0.8,1.1,29,0,12,0,0
"11/30/2024"," 00:57:45",-6.9030533,39.9269067,26,9,0.9,1.2,30,0,4,0,0
"11/30/2024"," 01:02:48",-6.9030833,39.9267433,26,5,1.7,2,30,9.26,2,0,0
"11/30/2024"," 01:07:53",-6.903075,39.9269017,28,8,1,1.3,29,5.556,4,0,0
"11/30/2024"," 01:12:57",-6.9030367,39.926925,20,9,0.9,1.2,29,0,3,0,0
"11/30/2024"," 01:18:02",-6.903045,39.9270733,18,9,0.8,1.2,30,1.852,4,0,0
"11/30/2024"," 01:23:07",-6.9030283,39.9269567,8,8,1,1.3,30,0,3,0,0
"11/30/2024"," 01:28:11",-6.90312,39.9269533,8,10,0.8,1.1,30,1.852,4,0,0
"11/30/2024"," 01:33:16",-6.903335,39.9272083,56,5,1.4,1.7,30,11.112,3,0,0
"11/30/2024"," 01:38:21",-6.9031133,39.92697,-10,8,0.9,1.3,30,1.852,4,0,0
"11/30/2024"," 01:43:31",-6.9028783,39.9267533,-12,4,2.2,2.4,30,0,8,0,0
"11/30/2024"," 01:48:37",-6.90306,39.9269133,0,9,0.9,1.2,30,0,5,0,0
"11/30/2024"," 01:53:47",-6.9034267,39.9268717,-54,5,1.3,1.6,29,0,8,0,0
"11/30/2024"," 01:58:50",-6.9020667,39.9262,-28,5,1.7,1.9,30,7.408,2,0,0
"11/30/2024"," 02:03:54",-6.90293,39.9265267,-122,8,0.9,1.3,30,1.852,4,0,0
"11/30/2024"," 02:09:00",-6.9029933,39.9270017,-10,8,1,1.3,30,0,4,0,0
"11/30/2024"," 02:14:06",-6.9029617,39.9269567,-2,7,1.1,1.4,30,0,5,0,0
"11/30/2024"," 02:19:12",-6.9029317,39.9269017,-12,8,1,1.3,30,0,5,0,0
"11/30/2024"," 02:24:20",-6.90277,39.9271517,-102,4,1.5,1.8,30,1.852,6,0,0
"11/30/2024"," 02:29:24",-6.9029733,39.92689,30,5,1.5,1.7,30,7.408,3,0,0
"11/30/2024"," 02:34:38",-6.9029683,39.9271767,18,7,1.1,1.4,30,0,13,0,0
"11/30/2024"," 02:39:48",-6.9029533,39.9267567,-44,8,0.9,1.3,30,0,9,0,0
"11/30/2024"," 02:44:56",-6.90277,39.926755,-114,6,1.1,1.5,30,0,6,0,0
"11/30/2024"," 02:50:02",-6.902825,39.926695,-92,8,0.9,1.3,30,0,6,0,0
"11/30/2024"," 02:55:13",-6.9028933,39.9265933,-104,9,0.8,1.2,30,0,10,0,0
"11/30/2024"," 03:00:25",-6.90285,39.926605,-96,9,0.8,1.2,30,0,11,0,0
"11/30/2024"," 03:05:32",-6.9026133,39.9267567,-100,6,1.1,1.4,30,0,6,0,0
"11/30/2024"," 03:10:44",-6.90286,39.9269,-38,10,0.8,1.1,30,0,11,0,0
"11/30/2024"," 03:15:51",-6.902705,39.9267467,-94,6,1.1,1.5,30,0,5,0,0
"11/30/2024"," 03:20:58",-6.90269,39.9265967,-70,6,1.1,1.4,30,0,6,0,0
"11/30/2024"," 03:26:13",-6.9028733,39.9268817,-32,8,1,1.3,30,0,14,0,0
"11/30/2024"," 03:31:19",-6.9028217,39.9267683,-58,9,0.8,1.2,30,0,5,0,0
"11/30/2024"," 03:36:35",-6.90279,39.9267517,-52,9,0.8,1.2,30,0,15,0,0
"11/30/2024"," 03:41:41",-6.9028333,39.92678,-46,8,0.9,1.2,30,0,5,0,0
"11/30/2024"," 03:46:48",-6.9028267,39.92676,-58,9,0.8,1.2,30,0,7,0,0
"11/30/2024"," 03:52:01",-6.902795,39.92675,-48,6,1.1,1.4,30,0,12,0,0
"11/30/2024"," 03:57:13",-6.9028717,39.9268967,-28,7,1.2,1.5,30,0,11,0,0
"11/30/2024"," 04:02:19",-6.9029133,39.92667,-38,7,0.9,1.3,30,1.852,6,0,0
"11/30/2024"," 04:07:24",-6.9028933,39.92675,-24,8,0.9,1.2,30,1.852,3,0,0
"11/30/2024"," 04:12:28",-6.9029383,39.9267067,-22,6,1,1.4,30,11.112,3,0,0
"11/30/2024"," 04:17:32",-6.9029533,39.9267133,-22,7,0.9,1.3,30,1.852,3,0,0
"11/30/2024"," 04:22:36",-6.90279,39.926725,-22,6,1.1,1.4,30,1.852,3,0,0
"11/30/2024"," 04:27:42",-6.9029867,39.9267683,-16,7,1.2,1.5,30,0,5,0,0
"11/30/2024"," 04:32:48",-6.902915,39.9267083,-14,7,1,1.3,30,0,6,0,0
"11/30/2024"," 04:37:55",-6.902985,39.9265817,-16,6,1.1,1.4,30,1.852,5,0,0
"11/30/2024"," 04:43:07",-6.90333,39.9272917,-12,8,1.2,1.5,30,0,11,0,0
"11/30/2024"," 04:48:14",-6.9029983,39.9267567,-8,5,1.8,2,30,1.852,5,0,0
"11/30/2024"," 04:53:20",-6.902965,39.926675,-12,6,1.2,1.5,30,0,6,0,0
"11/30/2024"," 04:58:25",-6.9030017,39.9266683,-16,7,1,1.4,30,1.852,5,0,0
"11/30/2024"," 05:03:32",-6.9029817,39.9267483,-14,6,1.2,1.5,31,0,5,0,0
